,BTC,XRP,ETH,LTC,DOGE,DASH,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.809222619398378,-0.0152369652346178,0.0997457802971036,0,0.219650141216821,0.00000000000000000173472347597681,0.0196702102915744,0,0,0,0,0.0585162317041713
XRP,0,0,0,0,0,0,0.114007717925044,-0.0327250048914383,0.0551903962951378,0.0995946884132685,0,0,0,0,0.0190305226015163
ETH,0,0,0,0,-0.149521310559932,0.0319312350897651,0,0,-0.0245863387038028,0.0729039143250147,0,0,0,0,0.104149962475823
LTC,0.734259330593158,0,0,0,0.0557677222329398,-0.0170495356639637,0,0,0.00414891136312347,0,0,0,0,0,-0.0587855233364069
DOGE,0,0,0.144751020346089,0.951100211739535,0,0.0395598043972,0.377028027135689,0.152619631968448,0,-0.256231034904201,0,0.346433197616271,0,0,0
DASH,0.398044839756705,0.176521310309182,-0.144749588852601,0,0,0,-0.260562861837316,-0.433757037451226,-0.0696021907985203,0.0311774741962877,0,0,0,0,-0.0364465645900197
XLM,0,-0.0335241698240731,0.10989991829523,-0.0705285804867609,0.363592995325998,-0.134301199336064,0,-0.0276828408927871,0.16084630986753,0.101487763675302,-0.848563180131718,0.810335197323493,0,0,-0.167426443714086
XMR,0.802033230780096,0,-0.148481022742049,0,0.0197436906872074,-0.102362329538665,0,0,-0.107010600609218,0,0.55896067426328,0,0,0,-0.0226419061007185
XEM,-0.049478706957555,0.281776715647094,0.0839477027145939,0,0,-0.16028606982926,0.38382738053953,0,0,0,0.0000000000000000277555756156289,-2.39171356893388,0,0,0
DGB,0.520913031279731,0,0.175336296547138,0.829657444246191,-0.553041554660943,-0.0339482277180966,0.154797718472183,0,0.212697193963001,0,-0.409182090631699,0,0,0,0.179203725525892
BV010082.INDEX,0.0410941457275384,0,0,0,0.0267279881422171,0,0.02100756391375,-0.0180610908146907,0.0167868879037007,-0.0194998730482965,0,-0.292988989351535,0,0,-0.0347865937196371
CVIX.INDEX,0,-0.0996163208040392,-0.0647747633260222,0.0801563487840783,0,-0.0394367576860094,-0.0268111257194425,0,-0.0302171499474094,-0.0230263652237934,0,0,0,0,0.130058239840108
DXY.INDEX,-0.0517600039151125,0.000863359710459593,0.00507518046906131,0,0.0122468894003125,0.0298816092447264,-0.0517218070334657,0.0341755163732149,-0.000626084901854012,0.0104078554692475,0,0.0408548844055489,0,0,-0.0382767733759892
SPX.INDEX,0,0.0253659299024922,0,0,0,-0.0245864911283212,0.00379713051120465,0,-0.000419791836116837,0,0.0850058570436565,0,0,0,-0.11400042627513
VIX.INDEX,0,0.110965578213218,0,0,0,0,0.00684638493557464,-0.392696763541411,-0.205553879399889,0.046648425025356,0,0.454316068303412,0,-2.69705109121074,0
